"","gene","dACC_logFC","DLPFC_logFC","color"
"1","MBP",2.11832055384182,0.520007137852871,"dACC enriched"
"2","PLP1",2.07163676541393,0.356491303965337,"dACC enriched"
"8","GFAP",1.52358288437591,-0.127695286431245,"dACC enriched"
"12","CRYAB",1.50400699740054,0.0482577029892064,"dACC enriched"
"14","CNP",1.49942141293452,0.202513299292464,"dACC enriched"
"16","TF",2.06009088435996,0.396258520078565,"dACC enriched"
"19","MOBP",2.22843268070779,0.47088272478569,"dACC enriched"
"22","NPY",2.71986682440734,0.372435633067249,"dACC enriched"
"25","DBNDD2",1.33251939577001,0.0388520124348643,"dACC enriched"
"29","PPP1R14A",1.96770449366673,0.322236512801852,"dACC enriched"
"31","SPP1",1.68789205337116,0.316260381417601,"dACC enriched"
"32","CLDND1",1.40941585070837,0.195135049469497,"dACC enriched"
"39","MAG",2.18596051788193,0.420801148427759,"dACC enriched"
"49","SOX2-OT",1.47517964144926,0.109432340323177,"dACC enriched"
"53","BCAS1",2.04887071486972,0.469996640275255,"dACC enriched"
"54","RNASE1",1.70420343927062,0.132599340553213,"dACC enriched"
"57","SEPTIN4",1.39322263755181,0.104577958189785,"dACC enriched"
"59","ERMN",2.19288481286463,0.47386358833201,"dACC enriched"
"65","CLDN11",1.96324619187423,0.311389466010437,"dACC enriched"
"69","SELENOP",1.53288694423616,0.0672622409434214,"dACC enriched"
"80","ENPP2",1.67676972834175,0.235196770403333,"dACC enriched"
"136","CNTN2",1.36416823354663,0.134522322088763,"dACC enriched"
"139","MAL",1.51542522777632,0.158883252660144,"dACC enriched"
"146","HSPA2",1.75397143250804,0.153572588876809,"dACC enriched"
"147","LAMP2",1.36178419881819,0.0747266094709756,"dACC enriched"
"148","TMEM144",1.89218344186264,0.249002988127053,"dACC enriched"
"151","CARNS1",2.01209114471384,0.415415789782777,"dACC enriched"
"158","PMP22",1.41647444393121,0.0647744489735774,"dACC enriched"
"182","LINC00844",1.66334271376393,0.116314923706003,"dACC enriched"
"186","OPALIN",2.06642312685105,0.371886978761515,"dACC enriched"
"222","PLLP",1.54842758274315,0.169088507995591,"dACC enriched"
"290","CNDP1",1.95765698053836,0.378006368940126,"dACC enriched"
"371","MYRF",1.91795188000711,0.396031006699594,"dACC enriched"
"380","CD9",1.55598551662296,0.109007656889135,"dACC enriched"
"384","EVI2A",1.91344073976402,0.283857202094763,"dACC enriched"
"393","EFHD1",1.44510053959895,0.0515859802941787,"dACC enriched"
"398","DIRAS2",1.34140676375607,0.945073443893877,"dACC enriched"
"422","GPR37",1.59259402094232,0.285462846339236,"dACC enriched"
"475","TTYH2",1.51463525233613,0.194226343951536,"dACC enriched"
"522","TP53INP2",1.32371873207363,0.271684987658069,"dACC enriched"
"575","NKX6-2",2.13862906223848,0.435954014707375,"dACC enriched"
"577","FGF1",1.28661690367582,0.111832057351752,"dACC enriched"
"616","CDKN1C",1.37061801426092,0.194163990977844,"dACC enriched"
"680","ELOVL1",1.43580246534466,0.246281260133892,"dACC enriched"
"725","ANLN",1.80148835185744,0.391345022768827,"dACC enriched"
"744","KLK6",1.94451882956798,0.454293241998979,"dACC enriched"
"750","AQP1",2.33983181159935,-0.0310401074477696,"dACC enriched"
"814","RASSF2",1.39176919678864,0.214858156517966,"dACC enriched"
"863","PLEKHH1",1.65894483676309,0.192640291156722,"dACC enriched"
"866","AIF1L",1.38493474122115,0.0420135256798113,"dACC enriched"
"887","UGT8",1.89354068064615,0.322284532257042,"dACC enriched"
"901","FAM107B",1.85388120500603,0.237686165543914,"dACC enriched"
"904","MOG",2.04738673372589,0.345737342986134,"dACC enriched"
"944","LPAR1",1.88546355029846,0.470650086265205,"dACC enriched"
"1022","CAPN3",1.77829415710199,0.324404424089497,"dACC enriched"
"1175","HAPLN2",1.42300255780794,0.143998586519364,"dACC enriched"
"1356","DAAM2",1.54583702691656,0.0123378640076818,"dACC enriched"
"1586","SEMA3B",1.43271705073322,0.061498797697501,"dACC enriched"
"1630","RHOU",1.35992565814818,0.191766038273626,"dACC enriched"
"1680","FA2H",1.86118657939335,0.446076905678652,"dACC enriched"
"1689","CMTM5",1.59931042252401,0.250351176322446,"dACC enriched"
"1880","GLDN",1.95195940346291,0.296342996600693,"dACC enriched"
"2007","CERCAM",1.46846128020251,0.222318157182595,"dACC enriched"
"2018","SLCO1A2",1.62013502843107,0.171067880529592,"dACC enriched"
"2047","KRT17",3.50511670946596,2.11136861629957,"DLPFC & dACC enriched"
"2412","LITAF",1.37155117122175,0.0890161203229983,"dACC enriched"
"2501","ERBB3",1.70231977886615,0.242242752144844,"dACC enriched"
"2515","RAB3B",1.56604211252785,0.730802900020571,"dACC enriched"
"2543","B3GALT2",1.43224335572767,1.31144135460967,"DLPFC & dACC enriched"
"2564","PRR18",1.62353135715876,0.313854829342342,"dACC enriched"
"2618","TMEM63A",1.81138235150048,0.107367820045392,"dACC enriched"
"2695","CCN2",3.27021443449999,1.10305614555764,"dACC enriched"
"2857","HHIP",1.75868194114977,0.452277721841058,"dACC enriched"
"2933","TLE4",1.85876250037838,0.844207570731109,"dACC enriched"
"2978","AL359091.1",1.79943466387609,0.369435536562847,"dACC enriched"
"3034","PAIP2B",1.56079293086366,0.224078691646072,"dACC enriched"
"3142","CDC42EP1",1.60625201849981,0.186281062934255,"dACC enriched"
"3513","RHOG",1.41354342233129,0.0984538572714975,"dACC enriched"
"3751","GJB1",2.08628279041186,0.213573675793396,"dACC enriched"
"3890","TJP2",1.35756641386544,-0.0330141887379984,"dACC enriched"
"3982","GJC2",1.71046924585839,0.246721778444278,"dACC enriched"
"3996","PCSK6",1.43374144333065,0.143850462360461,"dACC enriched"
"4026","AC018647.1",1.54356468425781,0.251560097008584,"dACC enriched"
"4049","TMEM125",1.839034186941,0.376915174219584,"dACC enriched"
"4305","PLEKHG3",1.29070412782282,0.0687393094368557,"dACC enriched"
"4396","ADAMTS4",2.15980827004712,0.611410015740309,"dACC enriched"
"4533","SLC31A2",1.64699544436442,0.383318583033139,"dACC enriched"
"4790","LDB3",1.59007018838068,0.500201713275874,"dACC enriched"
"4937","PDE8A",1.30381144702139,0.194602795624025,"dACC enriched"
"4952","WIPF1",1.56849056875858,0.123335607688045,"dACC enriched"
"5027","PLPP2",1.62003075102046,0.25401789837814,"dACC enriched"
"5097","FOLH1",2.05053499972428,0.51097535246911,"dACC enriched"
"5137","ASPA",1.93882504611297,0.0997898104212169,"dACC enriched"
"5183","CREB5",1.45122579856031,0.234692070268839,"dACC enriched"
"5273","HS3ST4",2.57877034021423,1.19132871935742,"dACC enriched"
"5296","ST18",1.86014131182105,0.319960334889167,"dACC enriched"
"5369","TSPAN15",1.34181251205609,0.395067460055932,"dACC enriched"
"5672","APLNR",1.34853935695656,-0.966060060870945,"dACC enriched"
"5693","RXFP1",1.66443514332698,1.23509285508393,"dACC enriched"
"5818","RTKN",1.40918506919301,0.256445879086755,"dACC enriched"
"5856","MRAP2",1.51704337668232,0.420492160137235,"dACC enriched"
"5918","SEMA3C",1.31576072248137,-0.101884704388775,"dACC enriched"
"5961","SEMA3E",2.37452590871848,1.72902830073692,"DLPFC & dACC enriched"
"5966","THBS2",1.3846457749277,0.0930743233399766,"dACC enriched"
"6014","DOCK5",1.57896836498856,0.266947963141541,"dACC enriched"
"6016","FEZF2",1.33888935149694,1.20830181655461,"dACC enriched"
"6026","KIAA1217",1.4542616985562,0.42854844495052,"dACC enriched"
"6061","GRIK3",1.41668719594501,0.973941950339381,"dACC enriched"
"6123","ABCA8",1.64701156069569,0.321443845087666,"dACC enriched"
"6225","NINJ2",1.61861500110678,0.366099212063295,"dACC enriched"
"6326","CPLX3",2.86457499748648,-0.324036931745262,"dACC enriched"
"6505","C21orf91",1.75562830057433,0.345141424923119,"dACC enriched"
"6519","TMC6",1.58244114003779,0.229230145469242,"dACC enriched"
"6576","KIF13B",1.36160599380943,0.0762269880997954,"dACC enriched"
"6606","COL4A5",1.68797328483445,0.358233874851869,"dACC enriched"
"6765","TMEM235",1.73739053338227,0.211292387958498,"dACC enriched"
"6792","LIPE",1.31141827363422,0.108793601120402,"dACC enriched"
"6982","FRMD4B",1.52201982628155,0.221452302177404,"dACC enriched"
"7022","AC008780.1",1.34861319055854,-0.144268431582687,"dACC enriched"
"7067","LRP2",1.53648113094218,0.371016922758288,"dACC enriched"
"7130","RASGRP3",1.71537510675826,0.711639270075965,"dACC enriched"
"7341","S1PR5",1.94267012565405,0.416914167514367,"dACC enriched"
"7350","TYMSOS",1.93135465147936,0.423001070242956,"dACC enriched"
"7426","RBP7",1.902398533047,0.712254199773917,"dACC enriched"
"7460","TMCC3",1.46232245562937,0.107943174885499,"dACC enriched"
"7518","NR4A2",1.71654824174994,2.1456462455613,"DLPFC & dACC enriched"
"7709","NXPH3",2.25299305187469,0.638906079385259,"dACC enriched"
"7766","AC096564.1",1.30651681045757,0.213882200637733,"dACC enriched"
"7776","AC092958.1",1.8981484099107,0.221176421609235,"dACC enriched"
"7850","CYB5R2",1.89089136825324,0.530536100765672,"dACC enriched"
"7916","SULF1",2.72768477939857,0.979924790536751,"dACC enriched"
"7978","RPRM",1.40551101466123,0.799168768182175,"dACC enriched"
"8007","SLC5A11",1.87483303592165,0.653906655109434,"dACC enriched"
"8171","CPB2-AS1",1.28505594477965,0.420716999018932,"dACC enriched"
"8210","FILIP1",1.27050727279849,1.4715975360313,"DLPFC & dACC enriched"
"8303","CTNNA3",1.99685996276425,0.432680520343964,"dACC enriched"
"8639","SEPTIN10",1.25365909868118,0.276512713294291,"dACC enriched"
"8658","ICOSLG",2.03399467440871,0.51106180045523,"dACC enriched"
"8683","ZFHX3",1.52770511008734,0.513207661241436,"dACC enriched"
"8748","GPR62",1.49414642371971,0.32523357904471,"dACC enriched"
"8923","LDLRAP1",1.40725499852426,0.256661416946193,"dACC enriched"
"9010","SEMA3A",1.60033722652317,1.33138066696272,"DLPFC & dACC enriched"
"9036","DNAH17",2.04936879423048,0.302205212182686,"dACC enriched"
"9096","GPIHBP1",1.59702902542561,0.30445298899126,"dACC enriched"
"9269","NOS1",1.44899008058949,-0.0532502784736035,"dACC enriched"
"9373","PIEZO2",1.86820554698455,0.41647566514122,"dACC enriched"
"9380","CA14",1.57068162806103,0.249943959558699,"dACC enriched"
"9386","SEC24D",1.26460544204998,0.793663057232341,"dACC enriched"
"9410","ITGB4",1.3367917637864,-0.0498320112520554,"dACC enriched"
"9472","SDK2",1.29448812672048,0.593380958348293,"dACC enriched"
"9519","CD44",1.74980474987447,-0.345769086611175,"dACC enriched"
"9534","TRIM59",1.98856328639066,0.469893994792365,"dACC enriched"
"9563","GALNT6",2.19511507190999,0.442589041960569,"dACC enriched"
"9777","SLC45A3",1.80941615756923,0.397493869146828,"dACC enriched"
"9801","SHB",1.66979448652034,1.1890079639539,"dACC enriched"
"9825","PLD1",1.66388309008978,0.353622372005571,"dACC enriched"
"9875","VWA5A",1.34381674894649,0.573488243035999,"dACC enriched"
"9960","TYMS",1.84117681708425,0.345448416544444,"dACC enriched"
"10008","USH1C",1.73191546679336,-0.133680948068551,"dACC enriched"
"10055","KCNH8",1.54838651234275,0.39994421419184,"dACC enriched"
"10153","CDH19",1.7040460812153,0.214700871784348,"dACC enriched"
"10162","SHROOM4",1.54080922776679,0.252709069392269,"dACC enriched"
"10170","FOXP2",2.13751612056185,1.36356330693168,"DLPFC & dACC enriched"
"10189","KCNK2",1.85192924004926,0.756247608241051,"dACC enriched"
"10240","TMEM275",1.71518361858042,1.42689149445596,"DLPFC & dACC enriched"
"10256","TP53TG5",1.87530528496756,0.243368173590115,"dACC enriched"
"10282","ADRA2A",1.54774889232044,0.499741202845411,"dACC enriched"
"10311","CD22",1.81256541966406,0.369933817350791,"dACC enriched"
"10336","COCH",1.3259981619185,-0.0225313584873859,"dACC enriched"
"10366","AL353709.1",1.44043372075611,1.08853649343765,"dACC enriched"
"10479","TGFB3",1.26910238332034,0.169496660425307,"dACC enriched"
"10499","CDH24",2.85025485595327,0.71589408178185,"dACC enriched"
"10512","SFRP2",1.3746799026316,0.21569383194927,"dACC enriched"
"10552","NTM-AS1",1.54228870995498,0.538512909367335,"dACC enriched"
"10562","PRR5L",1.53634107224866,0.366152938069275,"dACC enriched"
"10950","NDE1",1.28712894528107,-0.00896800020232627,"dACC enriched"
"10953","CIDEA",1.94676287488094,1.21947054245485,"dACC enriched"
"10981","CCNE2",1.82139400160882,0.112742773839923,"dACC enriched"
"10988","AC008505.1",1.70262238407416,0.355052777972934,"dACC enriched"
"11014","AL358216.1",1.91800177627541,0.239628868873286,"dACC enriched"
"11023","LINC01608",1.97385853077225,0.424485308428857,"dACC enriched"
"11067","AL033523.1",1.37173188923308,0.177764736774784,"dACC enriched"
"11071","NXPH4",3.17414150556492,1.27672209759668,"DLPFC & dACC enriched"
"11383","PCSK5",1.72874223662852,0.648716161014073,"dACC enriched"
"11522","CABP7",2.35310852323852,0.811562762541094,"dACC enriched"
"11634","SEMA3B-AS1",1.50823121502464,0.200945733687292,"dACC enriched"
"11656","AC016597.1",1.56555029033036,0.398375500445117,"dACC enriched"
"11745","TNC",1.42605051098763,-0.278835498777593,"dACC enriched"
"11774","CLMP",1.46978199096235,0.222938758108626,"dACC enriched"
"11810","LMO1",1.99678722007706,0.444039665611565,"dACC enriched"
"11947","CYP26A1",2.20437493939025,1.16289046509292,"dACC enriched"
"11991","PRIMA1",1.77453483916488,0.426839424901395,"dACC enriched"
"11997","OLFML2B",2.98848642953665,2.24021506778783,"DLPFC & dACC enriched"
"12000","TNRC6C-AS1",1.58242728071839,0.285905659502406,"dACC enriched"
"12004","ZBTB7C",1.64116101349053,-0.0330761075683437,"dACC enriched"
"12244","POU6F2",1.65210727908279,0.726831771707715,"dACC enriched"
"12252","FAM178B",1.72662733382584,-0.0714171592090842,"dACC enriched"
"12259","NPY2R",1.61496480681499,0.3217556712557,"dACC enriched"
"12339","PTK7",2.01628430636929,0.228806185572691,"dACC enriched"
"12352","ADTRP",1.95388368899849,1.1678248073575,"dACC enriched"
"12382","VWC2L",1.36751163538576,0.499175281806938,"dACC enriched"
